"DateTime","thermo.depth","month","year"
2018-09-12,1.88462549081569,9,2018
2018-09-17,4.57304157513558,9,2018
2018-09-21,4.69239398737419,9,2018
2018-09-24,5.01340129063665,9,2018
2019-04-01,4.55130292176683,4,2019
2019-05-06,2.80231102538094,5,2019
2019-05-13,2.81753849475837,5,2019
2019-05-20,2.58081520393842,5,2019
2019-05-27,2.66588317773191,5,2019
2019-06-03,2.52787151280024,6,2019
2019-06-06,2.48681929772281,6,2019
2019-06-10,3.14784202295123,6,2019
2019-06-13,3.26134842290374,6,2019
2019-06-17,3.35533034288692,6,2019
2019-06-20,2.85937395111188,6,2019
2019-06-24,2.74524710384707,6,2019
2019-06-27,2.31297565610667,6,2019
2019-07-01,2.35535804100236,7,2019
2019-07-03,2.67252190493048,7,2019
2019-07-08,1.81622380131507,7,2019
2019-07-15,2.54521169208755,7,2019
2019-07-18,2.4921109281264,7,2019
2019-07-22,2.57739692813314,7,2019
2019-07-29,2.79743888600733,7,2019
2019-08-01,3.19508980831817,8,2019
2019-08-05,3.02708396076782,8,2019
2019-08-08,3.40972934154213,8,2019
2019-08-12,1.88108539126428,8,2019
2019-08-14,1.82442986934632,8,2019
2019-08-15,1.84108857636493,8,2019
2019-08-19,1.88553751538862,8,2019
2019-08-22,1.87348655831682,8,2019
2019-08-28,2.5,8,2019
2019-09-02,4.5,9,2019
2019-09-11,4.21373055539262,9,2019
2019-09-20,4.32145632914693,9,2019
2019-09-27,4.21704078251415,9,2019
2020-04-04,2.66356268700622,4,2020
2020-04-10,3.55260409259802,4,2020
2020-04-13,4.36164381133192,4,2020
2020-04-20,4.45399752725048,4,2020
2020-04-27,4.5370748175717,4,2020
2020-05-04,2.80870270452201,5,2020
2020-05-11,4.89895666853315,5,2020
2020-05-18,1.9217986694588,5,2020
2020-05-25,0.55,5,2020
2020-06-03,2.69750707463028,6,2020
2020-06-08,2.72553426091628,6,2020
2020-06-12,2.77247224921756,6,2020
2020-06-18,2.63292068784743,6,2020
2020-06-22,0.55,6,2020
2020-06-25,0.55,6,2020
2020-06-28,1.5241521397483,6,2020
2020-06-29,1.63654567597572,6,2020
2020-07-02,1.67766922730096,7,2020
2020-07-06,1.5079108361358,7,2020
2020-07-08,5.5,7,2020
2020-07-09,1.5519499538172,7,2020
2020-07-13,1.78133490769329,7,2020
2020-07-17,2.55682214695781,7,2020
2020-07-20,3.08954294215539,7,2020
2020-07-23,2.47799809380825,7,2020
2020-07-27,2.130091602022,7,2020
2020-07-30,2.68121398763319,7,2020
2020-08-03,1.89960643123194,8,2020
2020-08-06,1.83629025916234,8,2020
2020-08-10,2.69185652594603,8,2020
2020-08-17,2.78421654900722,8,2020
2020-08-24,0.55,8,2020
2020-09-02,1.86352099531233,9,2020
2020-09-03,0.55,9,2020
2020-09-09,1.81348610195312,9,2020
2020-09-10,2.8217700822105,9,2020
2020-09-11,0.55,9,2020
2020-09-14,5.50208977385378,9,2020
2020-09-15,0.55,9,2020
2020-09-16,0.55,9,2020
2020-09-19,4.44051868849969,9,2020
2020-09-21,3.6355149079822,9,2020
2020-09-25,3.70192082248428,9,2020
2020-09-30,3.64551131736496,9,2020
